kjønn,alder,type justering,statistikkvariabel,måned,value
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2022M11,69.3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2022M12,69.1
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2023M01,69.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2023M02,68.1
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2023M03,69.2
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2023M04,70.7
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2023M05,69.3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2023M06,70.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2023M07,70.7
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2023M08,69.4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2023M09,69.9
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2023M10,69.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2023M11,70
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2023M12,68.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2024M01,70
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2024M02,69
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2024M03,69.2
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2024M04,69.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2024M05,69.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2024M06,69.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2024M07,70.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2024M08,69.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2024M09,69.4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2024M10,70
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2024M11,70.8
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M01,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M02,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M03,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M04,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M05,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M06,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M07,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M08,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M09,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M10,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M11,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M12,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M01,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M02,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M03,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M04,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M05,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M06,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M07,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M08,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M09,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M10,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M11,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M12,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M01,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M02,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M03,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M04,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M05,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M06,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M07,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M08,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M09,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M10,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M11,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M12,NA
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M01,69.1
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M02,69.1
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M03,70.3
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M04,68.9
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M05,69.5
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M06,69.7
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M07,69.9
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M08,68.3
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M09,68
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M10,69
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M11,68.2
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M12,66.9
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M01,68.1
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M02,68
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M03,67.5
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M04,67.4
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M05,67.9
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M06,69.2
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M07,68.8
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M08,67.2
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M09,67.7
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M10,67.6
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M11,68
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M12,67.6
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2011M01,67.3
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2011M02,67.8
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2011M03,67.9
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2011M04,67.8
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2011M05,68.2
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2011M06,68.2
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2011M07,68.3
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2011M08,67.4
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2011M09,67.9
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2011M10,67.1
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2011M11,67.4
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2011M12,68.3
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2012M01,67.3
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2012M02,67.3
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2012M03,67.9
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2012M04,67.7
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2012M05,67.9
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2012M06,69.1
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2012M07,67.8
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2012M08,67.4
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2012M09,68.4
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2012M10,67.3
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2012M11,67.6
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2012M12,67.6
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2013M01,66.3
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2013M02,66.7
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2013M03,67.8
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2013M04,66.9
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2013M05,66.8
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2013M06,68.2
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2013M07,68.7
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2013M08,66.9
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2013M09,67.1
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2013M10,67
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2013M11,67.4
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2013M12,67.4
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2014M01,66
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2014M02,66.5
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2014M03,66.4
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2014M04,67.4
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2014M05,67.5
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2014M06,67.6
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2014M07,66.4
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2014M08,67.4
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2014M09,66.2
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2014M10,66.3
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2014M11,66.4
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2014M12,67.4
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2015M01,66.6
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2015M02,66.1
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2015M03,66.2
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2015M04,66.7
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2015M05,67.5
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2015M06,67.8
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2015M07,66.5
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2015M08,66.6
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2015M09,66
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2015M10,65.6
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2015M11,66.4
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2015M12,66.1
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2016M01,66.3
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2016M02,66.5
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2016M03,65.6
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2016M04,65.6
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2016M05,66.7
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2016M06,66.6
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2016M07,67.1
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2016M08,66.9
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2016M09,65.7
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2016M10,66.6
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2016M11,66.6
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2016M12,65.1
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2017M01,66.3
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2017M02,65.1
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2017M03,64.8
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2017M04,66.4
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2017M05,65.7
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2017M06,66.5
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2017M07,66.9
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2017M08,65.8
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2017M09,65.4
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2017M10,66.2
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2017M11,66.2
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2017M12,65
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2018M01,65.9
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2018M02,65.6
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2018M03,65.7
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2018M04,66
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2018M05,66
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2018M06,67.1
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2018M07,66.9
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2018M08,66.4
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2018M09,65.7
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2018M10,66.2
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2018M11,66.9
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2018M12,65.7
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2019M01,65.6
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2019M02,66.2
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2019M03,66.4
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2019M04,66
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2019M05,66.5
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2019M06,67.4
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2019M07,67.6
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2019M08,66.6
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2019M09,66.7
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2019M10,66.4
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2019M11,66
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2019M12,66.9
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2020M01,65.9
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2020M02,66.6
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2020M03,66.5
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2020M04,65.2
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2020M05,66.2
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2020M06,65.8
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2020M07,65.9
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2020M08,66.1
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2020M09,65.3
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2020M10,65.5
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2020M11,65.8
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2020M12,65.8
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2021M01,64.4
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2021M02,65.2
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2021M03,65.2
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2021M04,65.1
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2021M05,66
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2021M06,67.6
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2021M07,66.9
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2021M08,66.9
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2021M09,67
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2021M10,67.4
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2021M11,66.9
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2021M12,67.4
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2022M01,67
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2022M02,66.8
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2022M03,67.1
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2022M04,67.7
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2022M05,67.2
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2022M06,67.6
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2022M07,69.2
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2022M08,67.1
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2022M09,67.3
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2022M10,67.5
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2022M11,66.9
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2022M12,67.1
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2023M01,67
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2023M02,65.4
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2023M03,66.7
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2023M04,68.3
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2023M05,67.7
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2023M06,68.2
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2023M07,68.2
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2023M08,67
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2023M09,67.8
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2023M10,67.3
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2023M11,67.5
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2023M12,66.5
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2024M01,67.1
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2024M02,66.9
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2024M03,66.4
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2024M04,66.9
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2024M05,67
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2024M06,67
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2024M07,67.9
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2024M08,66.9
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2024M09,66.9
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2024M10,67.4
Kvinner,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2024M11,68
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M01,4.7
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M02,4.1
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M03,3.4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M04,3.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M05,4.4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M06,4.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M07,3.1
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M08,4.3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M09,4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M10,2.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M11,2.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M12,2.3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M01,3.2
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M02,2.9
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M03,2.7
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M04,3.2
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M05,3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M06,2.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M07,3.2
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M08,2.7
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M09,2.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M10,2.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M11,2.2
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M12,2
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M01,2.6
