kjønn,næring (SN2007),type sykefravær,statistikkvariabel,kvartal,value
Kvinner,Industri,Legemeldt,Sykefraværsprosent,2022K1,7
Kvinner,Industri,Legemeldt,Sykefraværsprosent,2022K2,5.9
Kvinner,Industri,Legemeldt,Sykefraværsprosent,2022K3,5.2
Kvinner,Industri,Legemeldt,Sykefraværsprosent,2022K4,6.4
Kvinner,Industri,Legemeldt,Sykefraværsprosent,2023K1,6.6
Kvinner,Industri,Legemeldt,Sykefraværsprosent,2023K2,6
Kvinner,Industri,Legemeldt,Sykefraværsprosent,2023K3,5.4
Kvinner,Industri,Legemeldt,Sykefraværsprosent,2023K4,6.7
Kvinner,Industri,Legemeldt,Sykefraværsprosent,2024K1,6.8
Kvinner,Industri,Legemeldt,Sykefraværsprosent,2024K2,6.5
Kvinner,Industri,Legemeldt,Sykefraværsprosent,2024K3,5.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2000K2,5.9
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2000K3,5.5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2000K4,6.7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2001K1,7.5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2001K2,7.4
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2001K3,6.4
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2001K4,7.5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2002K1,7.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2002K2,6.9
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2002K3,5.9
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2002K4,7.4
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2003K1,8.1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2003K2,8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2003K3,6.6
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2003K4,8.7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2004K1,7.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2004K2,6.6
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2004K3,5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2004K4,6.1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2005K1,6.5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2005K2,6.2
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2005K3,5.1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2005K4,6.1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2006K1,7.2
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2006K2,5.9
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2006K3,5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2006K4,6.4
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2007K1,7.4
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2007K2,6.1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2007K3,5.5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2007K4,6.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2008K1,7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2008K2,6.2
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2008K3,5.3
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2008K4,6.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2009K1,7.4
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2009K2,6.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2009K3,6.3
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2009K4,7.5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2010K1,6.7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2010K2,6.3
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2010K3,5.5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2010K4,7.1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2011K1,7.5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2011K2,6.3
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2011K3,5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2011K4,6.4
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2012K1,7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2012K2,5.9
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2012K3,5.1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2012K4,6.4
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2013K1,7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2013K2,5.7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2013K3,4.7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2013K4,6.5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2014K1,6.7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2014K2,6
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2014K3,5.4
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2014K4,6.4
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2015K1,7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2015K2,5.9
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2015K3,5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2015K4,6.7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2016K1,6.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2016K2,5.7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2016K3,4.7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2016K4,6.4
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2017K1,6.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2017K2,5.7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2017K3,5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2017K4,6.3
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2018K1,7.1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2018K2,5.2
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2018K3,4.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2018K4,6.4
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2019K1,6.9
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2019K2,6.1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2019K3,5.4
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2019K4,6.4
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2020K1,7.1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2020K2,4.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2020K3,4.6
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2020K4,5.9
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2021K1,5.6
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2021K2,5.3
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2021K3,5.1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2021K4,7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2022K1,7.7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2022K2,6.3
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2022K3,5.5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2022K4,7.2
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2023K1,7.3
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2023K2,6.2
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2023K3,5.6
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2023K4,7.6
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2024K1,7.5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2024K2,7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt og legemeldt,Sykefraværsprosent,2024K3,6.3
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2000K2,0.4
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2000K3,0.4
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2000K4,0.5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2001K1,0.7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2001K2,0.9
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2001K3,0.5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2001K4,0.6
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2002K1,1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2002K2,0.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2002K3,0.6
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2002K4,0.9
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2003K1,1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2003K2,0.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2003K3,0.7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2003K4,1.2
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2004K1,1.1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2004K2,0.7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2004K3,0.6
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2004K4,1.1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2005K1,1.3
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2005K2,0.9
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2005K3,0.6
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2005K4,1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2006K1,1.3
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2006K2,0.7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2006K3,0.5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2006K4,1.1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2007K1,1.5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2007K2,0.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2007K3,0.7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2007K4,1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2008K1,1.3
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2008K2,0.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2008K3,0.6
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2008K4,1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2009K1,1.4
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2009K2,0.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2009K3,0.9
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2009K4,1.3
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2010K1,1.3
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2010K2,0.9
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2010K3,0.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2010K4,1.1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2011K1,1.3
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2011K2,0.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2011K3,0.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2011K4,1.2
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2012K1,1.4
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2012K2,0.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2012K3,0.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2012K4,1.2
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2013K1,1.4
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2013K2,0.9
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2013K3,0.7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2013K4,1.1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2014K1,1.2
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2014K2,0.9
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2014K3,0.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2014K4,1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2015K1,1.6
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2015K2,0.9
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2015K3,0.7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2015K4,1.2
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2016K1,1.5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2016K2,0.9
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2016K3,0.7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2016K4,1.2
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2017K1,1.4
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2017K2,0.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2017K3,0.7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2017K4,1.1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2018K1,1.5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2018K2,0.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2018K3,0.7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2018K4,1.1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2019K1,1.4
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2019K2,0.9
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2019K3,0.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2019K4,1.1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2020K1,1.3
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2020K2,0.4
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2020K3,0.6
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2020K4,0.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2021K1,0.7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2021K2,0.6
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2021K3,0.7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2021K4,1.2
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2022K1,1.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2022K2,1.1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2022K3,0.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2022K4,1.5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2023K1,1.3
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2023K2,0.9
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2023K3,0.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2023K4,1.5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2024K1,1.2
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2024K2,0.9
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Egenmeldt,Sykefraværsprosent,2024K3,0.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Legemeldt,Sykefraværsprosent,2000K2,5.5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Legemeldt,Sykefraværsprosent,2000K3,5.1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Legemeldt,Sykefraværsprosent,2000K4,6.2
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Legemeldt,Sykefraværsprosent,2001K1,6.7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Legemeldt,Sykefraværsprosent,2001K2,6.5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Legemeldt,Sykefraværsprosent,2001K3,5.9
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Legemeldt,Sykefraværsprosent,2001K4,6.8
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Legemeldt,Sykefraværsprosent,2002K1,6.9
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Legemeldt,Sykefraværsprosent,2002K2,6.1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Legemeldt,Sykefraværsprosent,2002K3,5.3
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Legemeldt,Sykefraværsprosent,2002K4,6.5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Legemeldt,Sykefraværsprosent,2003K1,7.1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Legemeldt,Sykefraværsprosent,2003K2,7.2
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Legemeldt,Sykefraværsprosent,2003K3,5.9
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Legemeldt,Sykefraværsprosent,2003K4,7.5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Legemeldt,Sykefraværsprosent,2004K1,6.7
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Legemeldt,Sykefraværsprosent,2004K2,5.9
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Legemeldt,Sykefraværsprosent,2004K3,4.4
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Legemeldt,Sykefraværsprosent,2004K4,5.1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Legemeldt,Sykefraværsprosent,2005K1,5.2
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Legemeldt,Sykefraværsprosent,2005K2,5.3
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Legemeldt,Sykefraværsprosent,2005K3,4.5
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Legemeldt,Sykefraværsprosent,2005K4,5.1
Kvinner,"Elektrisitet, gass, vann, avløp, renovasjon",Legemeldt,Sykefraværsprosent,2006K1,5.9
